93484	171216
137638,573875,942580	859392
18713,466167,607941,9370	18713,466167,607941,9370
68612	1539065,2176581,614628,9524
1402004,614333	2176101,548578
154907,268324	404150,413590
171858,595218	172108,328005
1364632,1669,182765	1327094,1327443
164531,548352	33751,382562
555132	484706
169369,258394,41491	1792491,535615,86757
165091	1428501
1194329,1636231,268359,426511,529368	1268544,252566
444352	554757,9435
1719284,4524,555060	1327663,1327664,293205,406676,491506,614358
51926	1719165,1719166,614374,614416
895069,9215,9248	1854729,430242,80630
1269754,1528700,1719000,404123,491506,908111	296237
554623,8828	531565
353773,551261,70407	160165,1624189,577011,9377
554543,805506	50381
555205,557055	372012,614675
189526	536946
384740,389846,510483	555289,9218
554438,614326	258635,291065,577630,70365
2008121,895654	160681,759500
549921	444589
547736,614358,8807	1289031,258383,576927
652748,9113	1102826,70365,856256
547093	138481,531661
531627	256835,284346,5046,510830,639211
133910,555209	1718762,404123,577204
350326	115457,143578
614669,894431	1194550,1636191,412966,646113
328496,51737,583708	17326,554749
531735	275997,614674
160165,412953,4471	531855
133910,350861	555213,968415
270980	258400,258401,511018
555278,635254	258401,291065,511018
554786	160165,293329,614638,614639
242114,614324,9097	145524,639426,639427
531603,554407	529884,577120
554865	614498
350861	9361
554485	1384719
1358783,160165,50383,856436	555002
263970,550094,614540	1287735,638334,70365
36330,531835	36330,531835,554407,600338
551449	394686,4524,730433
310586,555297,555300	1995519,639704,649403,896178
258394,314749,614491,614492	1287549,154907
48259	60566,614330
171858,614474	614435,614436
501197,554535,9215	173809,1854351,1854352,405861
228423,554865,555310,600335	149875,583749,585193
549921	446860,554883
547502	31476,856356,887973
191791,24026,627915,629127	519238,627915
1428616	49654,614530,614531
551423	554890
292356,368858	268062,268063
554605	1310706,72887,87621
534335	1719448,1719449,576090
531821	519346,554438
408295,4469,554602	777059,856433
302655,4128,850892,894718,894719	1291598
4489,518919,565325,9481	511018
531627	1327815,577483
1795723	1719334,318504
168047,210851,441277	441277,807384
738871	66227,794949,794951
550455,554833	1408806,8908
1718834,554721	441277,8908
638272,809522	281066,809522
576782,856277,856278	1718846,342989
554883	252043,405861
122591,1668918,1668919,415227,437545,614696	1345,263866,461586,531746
507151,605778	49654,531677
284801,459681	459681
228521,305916,547132,551744,551745,551746,551747,8778	1478578,1672966,232307
145558,614619,887973	1292740,1993172,1993173,1993174,1993175,376953,444863
549420,554921,577289	160165,531846
1099139,169369,394686	1428288,160165,322420
272902	439196,554863,93996
33748,5005,600635	218993,99212
1718886,554729,9248	293211,554679,9053
1332885	4502,507061,531835,555408,555409,9236
554522	296237,547266
1432632,331096,552491	1672868,555171,639856
1369764,1665690	1719382,1995912,210098,326241,359053
29478,56158	536946
547973	555381
134622,179094,2176220,232437	1511309,1995545,341976,614451
1995539,388410,507009,554631,554974,554975,9627	531720
133910,144511,554401,555102,555103,894765,895232	1564458,1564459,554591,555220,730433,9435
263052	350303
555078	531643
554536	4471,549420
4489,518919,742717,9481	4489,554902
1191817,2234101,327669	21665,601042,8908
350326	314749,614491
555514	534327,614630,614631
511018,554754	531801
1327735,531603,554407	1719130,1719131,413436
341651,9215	1322706,1997468,270980,843767
1718905,531517,614678	1158903,383866,436803,436804,957045
229707	441277,614364
350122	350122
636651,794501	555067
1432177,1432178,1432179,555393	336668,856331,9297
145126,388902	169369,258394,554397
128321,555097,662917,85240	128321,85240,856324
534999	258475
30366,547795	1718975,1780
1528725,369334,548149,548150,825396	1006134,1854430,628872
554648	1090603,1583781,1583782,1624352,248309,408662,815335
228423,614721	449888,555405,614392
389007,56217	182879,614678
51926	1250758,457443
491365,614562,614563	614490
531608	1345,21663,576927
1327155,1473832,9290	531643,69044
1226539,565622,895159,895378	745692
1377481,531859	1719507,531859
667359	350104,536474
1995634	1727048,281120
33023,534382,956379	811974
781707,9248	807738
136678,1775583,614451,86679	1969127,44508,614451,86679
1915870,554407,554479,577120,8918	258385,314749,555275,8882
634716	536946
1696441,444518	1194364,258378,554391,614326,614464,614619
171577,637386	171577
177981,497965,614392	1309884,519265,83972
554906,554932,9218	1494320,1719520,1719521,1719522
555406,555407	485944,614392
140756,1668874	485178,69793
9053	530384,9197
50573	1609388,25103
328501,342959,9030	15332,177665,555307,555309,555310,600335
291065,511018	258401,511018,558400
1343932,328005,501197,50383,9215	430339,4489,554902
268418,561536	639435,639437,8918
519238,627915	555253,9020
1094874,807049	614488,8882
296237	1854455,531630
258394,576850,8745,8746	350326,576850,8746,9307
444352	29478,813774
536946	281262,565836
293422,4502,554597,9236	1993168,4502,9236
853914	614649,614650
50349,642014,951601	113257
368798,412787,455947,550240	1652330
1358783,160165,50383,856436	1624190
942592	1327719,299518,4502
155554,636231	439117,531613,555198
292356,856496	166602,550398,9197
1199367,1332964	1378824,1428306,236560,389852,570760,614714,8828
547093	499282,51672,550240,7924
4710,760933	1264080,133259,1358735,166602,377050
554824,577120	823611
134622,179094,232437,531645	115457,1462328,1462329,1719525,1719526,1719527,56246,667449
549317	531627
581753	1673050,529620
219758,292356,8744	292356,8744
143496,662622	228415,345016,461586
1094897,1376526,322819,614589	350780
614321	308155,550961
4524,573644	1718762,9361
394686,4524	531643,8918
549842,549843	119997,168047,683791
1327663,1327664,293205,406676,491506,614358	1346853,221774,302379,554778
1718938,8882	228521,555253,9020
548419,548420	405990,637234,637235
1429140,551202	1676777,36448
550455	1997490,501197
856282,8744,9197	1637,600346,86726
1346320,1496732,1528743,1564478,2208869,522713,539600,555209,614723	258383,86723
263732,554721	536946
1718886,554729	1718886,554729,9248
394686,4524,8807	2176623,2176624,2176625,2176626,394686,4524,554739,554904,561082,565860,8702,8807
531696,555058,558483	21676,4834,489213,558483
547093	651364,760342
1266212,1269235,1269236,309937,353632,554601,7061,970278	1194773,1269236,1848645,1995893,353632,554601
1191984,1719531,248813,751354	11319,1327221,1327222,1327223,56289
4498,549366,565555	462404
1503,69935	1005307,1538997,26852,9408
1358834,535658	1461123,258392,314748
1621,75421	441364,72426
555005,614440,614441	292356,4524
555209,83972	552127
531584,550127,550129,550130,550131,550132,550133,550134,550135,550136,550137,550138,550141,550142,550143,614428	314749,550131,554888,555078
555246,555247,555248	229707
549366,614463	1719370,1719371,444589
1719305,4524	21666,555383,8719
181756,49166,518919,600335	21686,49166,531494
328501,50383	140755,477810
124395,1280366,498008,547093	546794
48040,614667,614668	43469,554590
794335	1346435,306387,572409
258592	252043,354221,438098
1776207,281261	183084,271824
258474,441417	21674
562319	942414
1279787,1358763,1427130,1427131,1427132,1427133,1427134,1427135,228521,444804,551745,554484,554678,595549	353773,551261,70407
15332,1539064	614412
405861,554883	1537,21682,437555,614604
1516960	229707
614549	152063,519346,65274
196164	507312,614346
501197,555209,9215,9430	444352
571164	1854151,1854152,432496
228423,554485	942414
548907	1239231,1473687
52264,9307	507265
1024537,388492	155635,56289,614625
554865,635996	555381,9482
50354	554890
529928	153,533654,69044
1279311,1374230,1430864,550666,666929,666930,680448,706468	242438,555278,801237
555471,759326,760104	1354361,9408
2176623,2176624,2176625,2176626,394686,4524,554739,554904,561082,565860,8702,8807	172301,341620,8807
404167	293211,511031,9283
119997,168047,1853921,856419	1058405,1093105,119997,168047,614745
565747	128321,85240
1585308,760207	547746,565446
536946	15332,177665,555307,555309,555310,600335
529881	289462
241056,377050,491506,558371,894465,9248	1358804,555253,9020
554737	1995538,555071,600332
171577,637386	4498,549366,565555
260227,50355,554890	1327827
554868	342133,554703,554883,554884
4498,549366	1473701,228423,558777
1124914,1327662,258385,314749,426542,500946,550131,554838,8882,9113	1327155,1473832,9290
196397,635050,639133	258400,258401,511018
550136,614333	124395,293245
501197,555209,9215,9430	555372
301361,535605	446998,535605,856475
614369	651723
258475	438095,614392,9215
547093,550127,550131,550132,550134,550135,550141,614518	1428304,1997471,531835,554407
546837	14920,1515890,1718971,4521,491506
182879,614678	614396,650078,894406
614412	50381
554648	2176000,424044,548578
1679,550456	1466314,229856
168047,441277,614364	379753,554538
1188209,1585405,913314	1718971,1854491,8807
1704845,1704846	1290954,1704837,39404
258391,554868	111108
614614,614615	1473582,1719239,555510
565622,896038	2176566,554397
1038346,1038347,1038348,1038349,1038350,1038351,1038352,1038353,546074,946653,946654	1719412,577685,614743
565914	228679,413072,560988
1448820,72870,759490,760389,86788	555002
577204,614737,9475	265258,555140,614552
444352	169563,667462
210795,272949,50573	531643
442007,534202,547711	1428306,1672883,168845
1042261,1384642,1428624,1528743,531735,539600,577011,808189	531603
33748	291150,614587
48784,549676	16235,405861,534556
1565745	191807,444589
1718905,531517,614678	133910,350861
760226	1327089,1327090,263001
21686,554499,554679,814074,823611	1669964,535627
1333478,529552,681486,807161,913126	295719,448804,92530
501197,547487,9215	1719507,531859
196397,614715	1332854,1969133,614714
438095	1621,942136
125792,23554	15369,510589,571186,848374,856356
1993348,1993349,1993350,4862	215339,281120
1408806,8908	565859
680504	1106674
1718964,179094,225730,43268,856413	428787,533889
439117,531613,555198	1098621,1346320,539600,565232
614388	85240,856490
296237,507004,894594	154907,303499,314749,507061
555002,614492	2049811,341716
341651,501197,614392	614672
256895,546924	132023
1719262,1853964,555253	139449,210098,21663
1332909,1698751,1740301,554859,555032,570673,822954,968284	554728,554729
1384513,555278	1327448,1327449,710452
1198399,388902	1511066,24090
554628	459681
216808	216808
554639,856275	1718969,342989
1191671,1536451,814526	1327260,210217
136678,1775583,614451,86679	1511309,1969127,44508,614451,86679
205938,44866	205938,44866
536946	1194492
4498,549366,565555	444662,511031
551449	555209
1080379,216845	47556
189526	50355,662703
16026,198735,565555	15369,510589,571186,848374,856356
552665,614386	1408497,221309
188275,271872	306387,614714
548451,7924	1244432
314733	4489,518919,565325,9481
36275	139347,1755405
438095	388773,614470
1533176,21676,236338,491619,549378,759596	169369,448349,9113
550129,550132,550141,554444	761146
1378493,545053	466928
91658	600739,849618
1551312,444662	1408737,1408738,1408739,21658,554620,614464,681342,710454
614459,73912	388701,5568
438095,614392,9215	23683,825575
662653	384749
1354777,1461271,1461272,491284,560775,5848	779402,779403
52264,9307	293376,528379,557822,557895
10414,350861	1854737,206352,550109
258394,554754,554865,808189	555372
1194364,258378,554391,614326,614464,614619	554786
1346355,555445	806611,9264
1719512,549366	1384552
1327663,1327664,293205,406676,491506,614358	1718928,404123
1718354,895797	555088,555089,856443,8918,894660
441396,550132	229707,507132,554401,555102,555103,894765
529353,555051	614707,614708
1201100,1327564	168047,182721
547487,551883,9215	635069,9215
34265,554492	305930,550140,572906
444589,550131	614472
1124914,1402986,314749,500946,507061,555275,8882	446860,703447,856339
441282,813951	1097250,270214
140973,575726	441277,8908
221672	531582
529928	296237
328005,554642,9215	533346,639406
547736,555041,614358,8807	258394,314749,47144,554397,667374,8746,9290,9307
536553,72870	154907,572170,650767
650602,830968,830969	328605,9279
1327046,1408486,1473727	572866,614507,614578,614750
554683	554407,600339,639435,639437
554648	1116753,5005
446860,554883	1995911,50381
614388	577590,9113
565914	406676,856414
1279080,145126	1250758,457443
296237	1327191,296237
600335,662659,942740	260227,50355,554890
531735	1287735,638334,70365
529881	896194
531377,554413	258378,895224
3588,4790,4793	372012
552284,600346,86726	1332888,8918
554865	614374
1668891,531603,600338	1623915,577011,614723
1432812,347991	1327823,195648
550140,614480	614488,8882
1718762,9361	1527332,638334,805505
169369,258394,554397	1719548,8744,9197
258391,510589,554559	1226043
1101493,1194391,1194392,1194393,1194394,1194395,1194396,931949	374033
119997,554783	1623926,1656826,1969489,805481
555118,555309	305916,551745,555508
350326,8746,9307	350326,576850,8746,9307
1719069,550455	66952
1269754,1528700,1719000,404123,491506,908111	549775,551082
2008502,445165	68681
324976,662758	258475
571835	350357,555383
1052959,547266	144536,353773
258401,554688	258401,4489,577047
1279311,1564387,666929,706468	517673,519237,563630,628896
1719422,614376,9248	388902
1431425,428157,499052	1718928,404123
1034593,1729433,408491	1101491,1987665,1987666,1987667,1987668,230890,271060,342105,370803,416729,468000,955658
614412	1995559
1194967,614516	1327545,441277
531627,555273	16377
210449	614596,96932
1287613,820959,821213	1278114,292274,547754,653053,951356
1226159,1358781,229707,468021	100159,1969174,614384
1550979,1680587,551082	1327653,1680587,549775,551082
1289559,507112,614333,614556	4498,549366
111108	198575,614725
44866,511018	322878,423545
636712,69796	21663,39650
296237	1038682,1332875,1332909,570673,667361,667454,822954,9297,968284
210629,571336,571396	1428431
562319	554755
554865	287530,72165
1264080,133259,166602,377050	1194423,166602
119478,301881	1995583,290783,510912
393459,896088	1286811,1346732,387900
15332,555281	210466
1430310	153402,2145265,569604
549367,614411	145126,388902
169369,394686	169369,394686,426542,8702
550142,614719	229707
529881	53812,614407
554754,813774	614715
206352,412787,549450	275658,7924
91658	1143302,1174025
491592,491619	534137,9475
1327655,894791	555209
614412	382031,63377
122591,415227,437545,614696	350326,576850,8746,9307
1427238,1427239,9430	1995915,258383,555303,576927,969527
511018,551883	252043,635996,9482
822339,86761	1775665
531613	241564,8695
571835	536946
179094,510517	25054,252209,531849,632346,9197
1718762,9361	745692
554737	169369,258394,554397
549367,614411	895852
358509,358510	554763,84368
549366,577283,614640	169369,292356,9113
301913	166708,301881
547487,9215	531362
169369,292356,9113	614707,614708
600335,942740	168047,1854386
140973,327303	441277,8908
555381	555464,83972
265258,554755,70365	265258,554755,70365
49452,549317	1102826,856256
554648	1969136,1969137,437230
119478,206352,301881	466928
1267851,236584,4502,9236	160165,554475,554669
531643,69044	1494320,1719520,1719521,1719522
549735,549736	1199655,1718798,86723
101786,112857,1306079,1327253,2099261,2099284,271060,784902	1398,650356
547547,555191,614650,86726	404167,856329
1310509,710453	258400,258401,511018
350861	554865,635996
434759,555088,555089,9264	555088,555089,856443,8918,894660
350357,446747	1745076,350357,927970
614392,637622	2176474,614392,614408
531760,550131,555197,895423	314749,531707,8889,895423
1564444,179829	169369,1993377,2176522,525352,554502
276321,337072	401174,4792,554622,607618
536946	53812,614407
258635,549366	4470,554602
114636,135085,1528470,210793,210795	1598321,1598322,382526
1280592	531605
554648	232437,5005,818090,818091,818092
4498,549366	305452,507167
1018849,168846,1854487	132023
258391,554868	548578
258383,576927	171456,265258,50354,50355
1402915,426511,796115	404167,856329
555051,5562,614472	1327533,614663
1448691,370803,409082,409753,548677,554492,812543	221742,9197
268394,549736,65328,84368	667442
1102951	181775
292356,368858	210392,361200,744973,7815
131948,350779	531362
210660,554539,588188	1718829,258392,394686,565857
218993,221735,406303,70565	218993,221735,406303
550129,550132,550141,554444	33742,555217
51926	550602,565531
276453,554670	160165,404758,412953
119478,206352,401174	271872,86761
263052	554642
342959,894569	263052,441364
554389,572168,614612,614613	27858
562319	34265,554492
1564457	273916,650995
491365,614562,614563	49452,539600,555209
638938	258475
1428364,9297	1719374,258385,86723
1997483,554737	51633,614726,614727
118810,1537,69796	600393
113257	113257
258475	405861,554883
459982,50355,554574	171456,265258,50354,50355
1369667,1369669	1157532,554729
1894117	485944,614392
550129,550132,550141,554444	406594,7723
558909,614703	614552
1056126,402539	315328,636495,85240,856323
554413,555187	441277,8908
1576634,681439	1564458,1564459,554591,555220,730433,9435
232292	47556
1096048,614369	291362
444472,511685	1544952
1137097,314749,547093,830962	52264,9307
565613,662786	550601,565898
148158,887941	555427,986918
1199367,1332869,1428496,1473548	1332869,1428496,415190,555170
258391,510589,554559	549601,808224
15332,177665,555307,555309,555310,600335	314749,550131,554888,555078
495332	1995826,249773
549367,614411	1346808,331683,856480,9003
1462274,511031,547093,554439	323324,506319
173058,529401	411793
287069,555431	49452,531863,555355,577011
171426,439196,520607,554863,555068,555460,614381	1564455,406768,555460
614535	552665,614386
206709,413005	160165,293211,444662
529881	1624032,343953,863698
554763,84368	205938,236467,614392
51926	548420,589058
1327308,228569	1327308,228569
220393,635050	438101,9683
536400,971748	152681,531748,79130,94961
1448820,72870,759490,760389,86788	50383,68681
554648,9248	229707,507132,894765
134622,179094,2176220,232437	141880,305930,406756,476476
25761,572866	1698438,555303
210697,859363	1470747,805480
554824	554824,577120,8918
536946	554388,614620
322819,614589,789786	555067,555068
577204	4498,554424
636852,662792,662793	2108949,36399,662792
293211,511031,555523	531603
322220	1995698,34193
1494464,42533,8828,92792	1332854,1332865,1332937,1346474,311331,345335,534213,8828
614388	1616229,1792487,1854184,532026
1432652,144435,606685	536946
525352	258400,258401,511018
654061	16026,171713,216846,794653
649995	133910,1621,501197
555278,635254	271872,444847
485841,637881	4701,636852,822339
1327516,9003	1718762,404123,577204
1586163	179094,531645
4524,856465	529481,601360,99185
1719230,1719231,1719232,551162	551162,572451,778739
341651	531964
1140030,258391,498008,498009,550129,795807	124395,1280366,498008,547093
314837	1997480,511018
14920,1515890,1718971,4521,491506	555081,9271
1116761,534547	649669
894491	1327680,614443
4498	51642,554429
128321,614325	2108944,406433
1427109,387069,387070	1278114,292274,547754,653053,951356
252043,9482	435987,49166
263052	1345,614684,972007
571394	195998
1428591,555523	212301,293245
118938	244520
558370	1623926,805481
160165,298771,554458	160165,554557
1300782,1332909,1698751,1718816,531517,614678,667361,822954,968284	1719203,69796
1719381,558370	393459,896088
1099139,169369,394686	1099139,169369,394686
789399	531708
25819,439117,518919	439117,531613,555198
258475	554883,614544
558909,614703	1327480,168047
560775,676700,86726	1436475,969582
1718354,895797	229707,554401,555102,555103
491283	555460,565232
276453,37098	293231,555077
3952,3954	3952
614369	408865
388310,555300	56289
271872,444847	200277,554538,602679
2176305,328605,614723,703674	4489,577047
296237	293245
554737	1718886,554729,9248
781707,9248	1675,2049744
1662206,531707,946304	614392,614651
2176286,2176637,296237,507004	1564457
614374	519346,805179,86757
707676	1969221,1969222,1969223,41889
530384,9197	1310308,305927,9143
258400,258401,511018	554883
287069,555431	565241,565824
1327655,531627,555272	2145420,848374
547754,565254	1369906,572452
221774,442007,834368	341626,357360,449888,535317,554857
263052,412787	554388,614620
550129,555060	491506,550129
549367,614411	549601,856453
1621,75421	229767,93491
1327655,894791	555462
160165,531760	4471,549420
531665	1489791,175610,270993
1096045,1268772,1428459,1428460,233692,342613,388552,389015,412787,531582,531930,548435,554729,585933,601042,614503,667374,9150	1273470,2049642,303972
29478,4498,549366,614378	394686
236467,271872,9241	4489,449888,555030,555405
697601	1346598,295176,437505
258394,314749,614491,614492	1384552
1191,1217,8933	119997,856419
1719154,76319	1719154,76319
4489,518919,9481	614392,652472
459682	100158,113395,1327040,218640,531632
539600,555464	531603,554407
51926	179829,253751,263970,34949,534461,555058,65269,69043,8744,9097,9197,9290
4498,549366	555514
1369797	21666,555383,8719
1719194,555071	355197,412787
2176678,258400	258400,68760
1564478,1719118,491506,9430	169369,448349,9113
536946	1327105,1327106,152452,530123,596294
554648	530515,554492
328501,9030	1300782,1492557,266990
550136,614333	565859,9113
761147,808075	1378446,228419
894484	4524,555444
547093	796054
1776039,531695	1719145,1719146,531873
210696,555278	1324424,555278
1564458,1564459,554591,555220,730433,9435	531613
143578,614498	1621,614609
173604,497965,558623	581753
276561	1055206,550455
554865,9482	210205,273916,555483,555484
546871,788088	426322,529539
1194967,614516	169369,258385,366187,9113
459681,58711	459681
1384552	21686,554498
511018,614709	119997,600334,833933
555005	1327595,275662,436545
160165,292274,294382,554669	160165,554669
511018,555355,9482	1332854,1729034
565473	577721,9097
220311	1327153,1327154,182682,182929
111108,96932	1226579,96932
441396	3588
258391,554868	115457
328671,601167	1327089,263001,328674,79130
229707,258388,550132,554666	614322
258394,554754,554865,808189	219666,342959,401174
33742,342989,555213	1332875,314749,550131,667508,968284
547487,551883,9215	341651
614669,894431	36113,710052
1948	166708
395066,432577,555191,74928	175671,1854765,614718
1218942	554500
389026	444352
341620	1301059,1853989,80880
16377	1327230,1346331,510961
550506	291323,4790,614605
565381	547746,565446
531613,555198,600335	314733
258394,501197,555372,9215	814133
139347,637740,639581	131947,221672,570763
272902	1564461,895082
4498,549366,565555	1327668,2176123,49654,856311
350357,794501	1624116,23126,9370
51926	350861,555184
2238665,550320	124395,1854084,292356,550034
1332823,1332983,1738166,339122	1066612,1537,169915,269101
518919,554862,9481	342959,531616,99185
229707,554401,555102,555103	144511,844729
554883	404150
4524,555171,565232,808189,9430,9435	1327381,8083
510668	1225891,1495097,1995805,1995806
1427153,1427154,296237,555055,555380	296237,555055
275570	1327048
1408806	21665,601042,8908
1408737,1408738,1408739,21658,554620,614464,681342,710454	100159,133910,1358804,1364707,1364708,572866,7408
550129,550132,550141,554444	4498,549365,614378
126047	405861,56035
134622,179094,2176220,232437	1719480,328548,9197
291323,4790	242438,555278
501197,555013,614392,9307	265258,554755,70365
1358783,160165,507063	1738151,73175,9143
171858,942390	533346,639406
1412257,1427245,511685,526445,680782,917091	1672998,326221,437990
549842,549843	1057718,232307,369054
9358,968276	614443,653159
1327699	531603,554407
171858,554485	177981,443328,83972
76319	410748,575557
168256,662672	192109,328501,9030
1058405,1058406,119997,168047,614745,614748	449888,555405,614392
276453,37098	119997,529977
192264,554976	181091,495446
511018,551883	600393,86761
289462	441249,565630
172108,328005	258475
179094,534137	33748,5005,600635
258391,549366,554865	1473749
1226578,1564486,730433,9435	446998,449423,535605,99556
179094,225730,856413	1637,600346,86726
2176488,435987,49166	181756,258399,430339
534299	110515,722291,948
169369,230021,507063,525352,554904,76337	1255199,253625
111108	1408806,8908
1413271,531863	1969313,1969314
555170,555171	531713,89724
168846,2176379,4498	328501,50383
2190372,357360	166187,449888,555405
276453,37098	91775
353773,551261,70407	511018
1359373	531665
366187,507044,554585,554586,8807,9433	270214
825348	128321,1901909,635286,662706,85240,856324
130089,171978,269650,56215	457749,760274,93102
614369	549601,808224
913095	210561
1327452,9435	138481,707803
1384642,511018	667508
1623806,1719577	228679,243705
653329,86788	536946
314749,550131,554888,555078	155634,155635,856320,856321
271224,558280,635050	31476
859363	1428431
9361	1675,2049744
549367,614411	649048
1431627,1431628,433797,547539,651110	271872,9241
161526,395940	11040,1327349,570470,9050
155634,524113	1157393,467042,56289
341642,565859	565859
554749,68612	149305,1995470
214436,232437	33748,5005,600635
1100515,549367,614328,614678	155635,56289,614625
554868	100159,1672986
547093,550127,550131,550132,550134,550135,550141,614518	314749,404167
942780	144761,328501,9030
572039	342769
113779,554878	1327281,228521
1899,218584,5046,557918	106,161214,175294,1945,5046
1332909,1698751,1740301,554859,555032,570673,822954,968284	1408806,8908
531718,561075	554477,8918
507167,51642	1461123,341642
444352	270983,406433
1101515,331802,780200	1307224,287241,549012
341651	1853800,9248
547487,87251,9215	554754,813774
571835	50355,662703
565359,906200	4469,551261
287069,577204,9475	86787,86788
341651,9215	21674
1431562,1431563	1623806
781312,781313,790299	781312,781313
554648	119997,168047,683791
212969,654116,708615,708616	18713,466167,607941,9370
547187	140155,218551
289244	301620,555147
446860,614527	547736,614358,8807
531377,554413	21665,70407
554728,554729	555253,8719,9020
292356,8744	124395,344904
328501,9030	345320,667359
554492,708816	1718964,179094,225730,43268,856413
971054	175671,1854765,614718
1095014,86726	9361
4498,549366	229707
293211,511031,555390	554407,600339,639435,639437
263970,78644	444662,511031
5005,550094	221735,263001,29610,325086,49452,5005,51633,554407,585933,614709,637235,79130,9150,96621
137638,565595	438101,9683
292356,460111,554461	154907,572170,650767
17450,555078	533751
555132	68836
29187,340981,438095,550139	9361
1428361	1327655,70365,894791
614369	65984
529881	2049688
1099058,180990,552079,575557	180990,761059
536946	614329,7480,85279
555209	1327094,1327443
145126,388902	145126,388902
131092,548451,7924	554883
531696,558483	49587,577407,9290
118150,139371,565774	25901,51632,614420
148474,1811164	555253,9020
1429529,296237	50382,605760,856366,856367,856368,856369,856370
1327478	404167
1995803,555063,853916	535627
248978,662866	31476
258475	25275,301881,596329
134622,179094,2176220,232437	1637,600346,86726
276453,554670	441249
1347164	1854729,430242,80630
1576634,681439	303640,554880
895028,895029	410748,575557
263001,554492,69043	337102,511053,555073,555074
22607,620438,822059,822060	160165,554755
614566	1279426,4683
1668873,23527,709198	258401,511018
240910,282895,953108	135118,75421,8828
2108944,406433	1309884,519265,83972
2176286,296237,555380	218993,221735,406303
133259,1374958,1680465,1680466,416289,84111	133259,292315,296175,832829,9290
314749,554397,667374	314749,426542,4454,550131,856311,856312,9113
210616	1157393,56289
33742	1327735,531603,554407
894902,895157	124395,614619
409313	1038336,1038340,491631
328501,50383	1263173
1428412	555051,614328,895181
506319	1624027,466966
562319	662807
614324	1345,554679,9218
100158,1327040,14756,1719487,218640,531632	421884,789459
614480	531801
491506,550129	206352,2176094,259956
324411,349230	635721
276453,37098	168048,554559
548320	462457,554749,894956
276453,614326	614535
372260,894717	133910,555101
146584,806167	299518,4502
894491	1539065,531517,554790,614678
1346485,1346486,382218	1346485
551339,614433	291323,4790,614605
558909,614703	221735,614718
507265,9097	507265,9097
296237,547266	377050,425451
1402070,441347	1345,554679,9218
571835	635050
1429578,1429579,555413	555096,614423
154907,650767	291150,614587
554485,943065	29478,358509,490646
388617,66227	231243,554555
160165,554755	160165,554557
2190251,2190252,967613	401174,4792,554622,607618
219918,571396,86123	153209,179094
1268772,1327720,1428459,1712042,21665,233692,25810,342959,345323,358524,389015,412787,4790,51633,531377,531930,550140,554729,571395,585933,601042,614503,779226,793616,8908,90028	185037,298289
1194364,258378,549366,554390,554391,614464	1719039,258392,550137,554836,555078
276582,745167,971321	565603
1021685	531828,856450
1402004,614333	555051,614494
2176825,554559	1719474,9475
21686,554498	9143,969513
781707,894644	296237,555055
350861,614405,614406	531828,856450
131936	1327551,291323
551123,69287	148419,554492
1432177,1432178,1432179,555393	1095055
221744,328501	424146,4524
614388	4358,9097
258592	25364,637235,69788,94961
1327662,394686,426542,500946,550131	426542,652748,788071
438095,614392,9215	552665,614386
1327118,1327119,1327120,1327121,1327122,1327123,168224,195187,261966,357360,475117,52848,558996	100158,1719479,86787
1194286,1718762,323035,341651,404123,555220	1718762,9361
68603	533786
614333,614334	1268809,330843
547093,555217	1287549,1470519,555169,8702,9307
554786	4498,549366
807114	275314,289969
1664876,1664877	895317
210561	536946
2226651,614396	210697,859363
115457,143578,251098	1269117,1564482,9097
555132	306387,614714
1724973,794501	1969244,794501
555381,9322	1174038,140756
813812	438095
1428513,507063,614390,9215	4489,577047
256895,546924	2176328,555462
635050,9683	868147
21674	536946
614722	531584
56289,573005	155634,1993136,206352
638970,69793,69796	221742,4701,662796
555133,9435	322878,423545
628821,73991	1327369,182719,182771,760579
758926	152457
10414,1854650	151,179829
1194364,160165,21671	684013
555000,760296	570784,570786,66237
49452,539600,555209	291065,49452,511018,576956
551930	272902
113779	1327480,168047
258329,635446	596014
636583	273931
531505,554559	1623926,1656826,1969489,805481
56158,614692	555051,614494
350844	18981,971026
565914	170646,518919,9372
554623,8828	477810
2008502,445165	2108945,531713,85240,99308
168846,554868,555458	228521,554868
558909,614703	1327655,1854305,555273,70365,894791
1995801,1995910,271872,301881,51632,554805,81654	1995910,271872
252043,405861	182625
172816	210696,221329,9030
551261	50539,554960
1347164	56143,760041
258378,555513	1327668,2218126,30367,49654,49662
181582,25742,293457,735014	565603
1431080,706592	2173696,547852,585086
296237,547266	1853800,9248
554906,554932,9218	1032977,614446
192264,554976	37015,7778
866926	175610,1995582,270993
614412	1477491,188275
252043,258401	314733
196397,614715	614715
576927,703675	4489,449888,555405,86786
260227,50355,554890	1125483,511018,614709,99211
210686,794422	1201100,1327564,275664
549921	1346485
1408806,8908	158929
206352,259956,953813	531643,9022
555209,83972	1085153,1358732,2176843,342959
1995440,535605	188275,1995612,890899
552127,856400	263052
133910,511031,555209	337102
438095,9215,9683	210697,859363
549775,555272	1473655,1564450
188275,273213,555063	1995789,210871,531565
32040	293211,511089,555309
341651	552127,9408
50569,565727	11893,251698
1327046,1495097,1775982,1995709,1995710	529878
402232	49587,577407,9290
436035	258475
1431018,1431019	554683
635721	177981,614392
350861,555184	1327147,182879,614678
572359,572360,572361,62998	66223,66224
1038682,258383	551554,614330
